property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
"including electricity,water and wifi","Al Ghubrah, Muscat•",1,OMR 90,70.0,room,9,al ghubrah,7,1.0,90.0
"new showrooms nearby sohar port for office, storage or shops","Sohar, Al Batinah•",,OMR 400,220.0,rooms,10,sohar,70,2.5324675324675323,400.0
شقق جديدة للايجار قرب الميناء منطقة الفلج. . . new apartments in falaj,"Sohar, Al Batinah•",2,OMR 130,120.0,apartment,0,sohar,70,2.0,130.0
room for rent for indian muslim family only,"Bosher, Muscat•",2,OMR 160,10.0,room,9,bosher,32,2.0,160.0
rooms for rent,"Al Khuwair, Muscat•",2,OMR 100,100.0,rooms,10,al khuwair,13,2.0,100.0
bed space available-ghala,"Azaiba, Muscat•",2,OMR 60,25.0,commercial,2,azaiba,26,2.0,60.0
فيلا دورين,"Salalah, Dhofar•",5,OMR 135,537.5,villa,13,salalah,65,5.0,135.0
1 bhk flat in al khoudh village,"Al Khoud, Muscat•",1,OMR 195,95.0,flat,4,al khoud,12,1.0,195.0
فيلا بتصميم عصري   احجز موعدك لمعاينة,"Al Amarat, Muscat•",5,OMR 135,537.5,villa,13,al amarat,1,5.0,135.0
room for rent with balcony and toilet,"Al Khuwair, Muscat•",1,OMR 100,45.0,room,9,al khuwair,13,1.0,100.0
room for rent,"Al Khuwair, Muscat•",2,OMR 105,30.0,room,9,al khuwair,13,2.0,105.0
shops for rent russail saniya,"Al Rusayl, Muscat•",,OMR 80,30.0,shop,11,al rusayl,20,3.142857142857143,80.0
room for rent near centara hotel ghala,"Ghala, Muscat•",1,OMR 70,70.0,room,9,ghala,34,1.0,70.0
الخوض,"Al Khoud, Muscat•",,OMR 220,200.0,room,9,al khoud,12,2.0309110629067244,220.0
apartment studio for rent in hawana,"Salalah, Dhofar•",1,OMR 50,320.0,apartment,0,salalah,65,1.0,50.0
room for sharing,"Al Ghubrah, Muscat•",1,OMR 60,14.0,room,9,al ghubrah,7,1.0,60.0
room for single family only,"Al Hail, Muscat•",1,OMR 120,1.0,room,9,al hail,8,1.0,120.0
مطلوب مزرعه للايجار,"Nizwa, Al Dakhiliya•",,OMR 700,2.0,room,9,nizwa,55,2.0309110629067244,700.0
working lady . or couples only for phlipenes,"Al Khuwair, Muscat•",1,OMR 80,100.0,room,9,al khuwair,13,1.0,80.0
room for rant in wattayh,"Qurum, Muscat•",1,OMR 70,65.0,room,9,qurum,58,1.0,70.0
rooms and bed space available,"Qurum, Muscat•",2,OMR 23,10.0,rooms,10,qurum,58,2.0,23.0
2 bhk in al qururm with electricty and water opposite rose garden,"Qurum, Muscat•",2,OMR 275,110.0,room,9,qurum,58,2.0,275.0
al kuwair -1bhk,"Al Khuwair, Muscat•",1,OMR 125,35.0,room,9,al khuwair,13,1.0,125.0
juman 1 appartement,"The Wave (Almouj), Muscat•",3,"OMR 1,200",151.0,room,9,the wave,76,3.0,1200.0
kids salon,"Qurum, Muscat•",,OMR 10,54.0,room,9,qurum,58,2.0309110629067244,10.0
فيلا فاخرة للايجار اليومي,"Salalah, Dhofar•",3,OMR 100,537.5,villa,13,salalah,65,3.0,100.0
للإيجار اليومي – فلة راقية في عوقد | حي المروج,"Salalah, Dhofar•",6,OMR 130,537.5,room,9,salalah,65,6.0,130.0
شقة ستوديو الوطية شارع الوكالات,"Muscat - Other, Muscat•",1,OMR 150,80.0,apartment,0,muscat,50,1.0,150.0
searching for a shared room / bed space,"Liwa, Al Batinah•",1,OMR 25,10.0,room,9,liwa,41,1.0,25.0
one bedroom flat  (studio) wattayah,"Muscat - Other, Muscat•",1,OMR 150,80.0,flat,4,muscat,50,1.0,150.0
house shiffting service all muscat oman and dubai to oman muscat,"Nizwa, Al Dakhiliya•",2,OMR 75,98.0,room,9,nizwa,55,2.0,75.0
house shiffting professional carpenter service,"Sohar, Al Batinah•",2,OMR 75,98.0,room,9,sohar,70,2.0,75.0
شقة مفروشة باربع غرف نوم بسعر 40 ريال,"Salalah, Dhofar•",4,OMR 50,210.0,apartment,0,salalah,65,4.0,50.0
house shiffting service all  oman muscat and oman to dubai,"Al Ghubrah, Muscat•",4,OMR 105,65.0,room,9,al ghubrah,7,4.0,105.0
house shiffting professional carpenter service,"Al Maabilah, Muscat•",4,OMR 110,95.0,room,9,al maabilah,14,4.0,110.0
بيت  للإيجار,"Al Buraimi, Al Buraimi•",4,OMR 200,300.0,house,5,al buraimi,4,4.0,200.0
townhouse in hwana salalah for rentتاون هاوس,"Salalah, Dhofar•",1,OMR 50,75.0,villa,13,salalah,65,1.0,50.0
new villa for rent,"Al Amarat, Muscat•",6,OMR 500,327.0,villa,13,al amarat,1,6.0,500.0
spacious 1bhk apartment for rent in muscat prime location great,"Madinat As Sultan Qaboos, Muscat•",1,OMR 180,100.0,apartment,0,madinat sultan qaboos,44,1.0,180.0
شاليه the deer مكان للاستجمام لك ولعائلتك عرض الصيف 65 ريال ايام اسبوع,"Barka, Al Batinah•",2,OMR 65,1.0,room,9,barka,28,2.0,65.0
1 room for  rent. filipino only,"Azaiba, Muscat•",1,OMR 120,20.0,room,9,azaiba,26,1.0,120.0
شعبيه قلعه العوامر ازكي محافظه الداخليه,"Izki, Al Dakhiliya•",1,OMR 13,20.0,room,9,izki,38,1.0,13.0
bed space available for pakistani 28 rial all free,"Al Khoud, Muscat•",1,OMR 30,500.0,commercial,2,al khoud,12,1.0,30.0
bedspace executive indian bachelor - الغرفة متاحة فقط للملاباري,"Al Khoud, Muscat•",1,OMR 30,50.0,commercial,2,al khoud,12,1.0,30.0
bed space available in souq alkhod water electricity wifi all free 28,"Al Khoud, Muscat•",1,OMR 30,500.0,commercial,2,al khoud,12,1.0,30.0
bath attached room available - فقط للملاباري,"Al Khoud, Muscat•",1,OMR 60,50.0,room,9,al khoud,12,1.0,60.0
ارض سكني تجاري للايجار و الاستثمار بركاء,"Barka, Al Batinah•",,OMR 300,537.5,house,5,barka,28,3.2545454545454544,300.0
office space for rent,"Mutrah, Muscat•",,OMR 150,10.0,commercial,2,mutrah,53,1.7682119205298013,150.0
عقود ايجار مؤقته تجاري/ سكني,"Bosher, Muscat•",,OMR 80,300.0,house,5,bosher,32,3.2545454545454544,80.0
"monthly, weekly and daily furnished room in muscat in al khoud","Al Khoud, Muscat•",1,OMR 10,30.0,room,9,al khoud,12,1.0,10.0
lovely townhouse for rent in qurum,"Qurum, Muscat•",4,OMR 500,325.0,villa,13,qurum,58,4.0,500.0
وحدات سكنيه للايجار بمسقط وشقق وغرف,"Azaiba, Muscat•",1,OMR 180,60.0,apartment,0,azaiba,26,1.0,180.0
غرفه نظيفه للإيجار اليومي,"Salalah, Dhofar•",1,OMR 24,100.0,room,9,salalah,65,1.0,24.0
or rent industrial land in rusayl,"Al Rusayl, Muscat•",,OMR 600,537.5,land,7,al rusayl,20,2.5833333333333335,600.0
شقة ٣ غرف مفروشة للايجار يوميا ريال 30 furnished 3 room apartment rent,"Salalah, Dhofar•",3,OMR 50,300.0,apartment,0,salalah,65,3.0,50.0
غرفة مفروشة للايجار يوميا15 rial  furnished room for  daily rent,"Salalah, Dhofar•",1,OMR 50,80.0,room,9,salalah,65,1.0,50.0
"villa for rent , daily price is 25 rial","Salalah, Dhofar•",3,OMR 50,130.0,villa,13,salalah,65,3.0,50.0
studio apartment fully furnished for non cooking bachelor,"Azaiba, Muscat•",1,OMR 160,170.0,apartment,0,azaiba,26,1.0,160.0
banner#f01 :luxurious 1 bhk flat in muscat hills for rent,"Muscat Hills, Muscat•",1,OMR 430,80.0,flat,4,muscat hills,52,1.0,430.0
سكن وغرف مشتركة في المعبيلة,"Al Maabilah, Muscat•",1,OMR 30,20.0,room,9,al maabilah,14,1.0,30.0
i want family room,"Al Amarat, Muscat•",1,OMR 70,50.0,room,9,al amarat,1,1.0,70.0
فيلا خمس غرف للايجار اليومي بمنطقة صحلنوت,"Salalah, Dhofar•",5,OMR 90,2.0,villa,13,salalah,65,5.0,90.0
for rent  للإيجار,"Al Ghubrah, Muscat•",3,OMR 500,350.0,room,9,al ghubrah,7,3.0,500.0
غرفة  وحمام في الغبرة الجنوبية southern ghubrah room and,"Muscat - Other, Muscat•",1,OMR 150,40.0,room,9,muscat,50,1.0,150.0
female bed space ladies room,"Al Ghubrah, Muscat•",1,OMR 50,100.0,room,9,al ghubrah,7,1.0,50.0
office space for rent,"Al Ghubrah, Muscat•",,OMR 65,100.0,commercial,2,al ghubrah,7,1.7682119205298013,65.0
مكتب جاهز للايجار,"Qurum, Muscat•",,OMR 660,110.0,commercial,2,qurum,58,1.7682119205298013,660.0
shops ruwi souq prime location محلات سوق روي موقع مميز,"Ruwi, Muscat•",,OMR 750,57.0,shop,11,ruwi,61,3.142857142857143,750.0
furnished room for indians only,"Ghala, Muscat•",1,OMR 130,250.0,room,9,ghala,34,1.0,130.0
"for monthly and daily rent, bad in shared room all inclusive services.","Al Khuwair, Muscat•",3,OMR 35,100.0,room,9,al khuwair,13,3.0,35.0
daily or month rent shared for girls and employees inmiddle al-maha st,"Bosher, Muscat•",3,OMR 40,95.0,room,9,bosher,32,3.0,40.0
"daily and monthly rent, shared rooms,master and single, almaha street","Al Khuwair, Muscat•",1,OMR 120,60.0,rooms,10,al khuwair,13,1.0,120.0
سرير للايجار بغرفة ثلاثي,"Al Khoud, Muscat•",1,OMR 40,40.0,room,9,al khoud,12,1.0,40.0
شاليه الميثا,"Al Maabilah, Muscat•",2,OMR 55,200.0,room,9,al maabilah,14,2.0,55.0
شمال عوقد,"Salalah, Dhofar•",3,OMR 20,15.0,room,9,salalah,65,3.0,20.0
no contract fully furnished 2 bhk flat in falaj sohar near kfc,"Sohar, Al Batinah•",2,OMR 190,55.0,flat,4,sohar,70,2.0,190.0
shop and rooms  for rent in misfah muscat,"Misfah, Muscat•",,OMR 80,60.0,rooms,10,misfah,49,2.5324675324675323,80.0
luxury vilaa for rent فيلا فاخرة وراقية للإيجار,"Al Sifah, Muscat•",3,OMR 150,1.0,villa,13,al sifah,22,3.0,150.0
hdep pipe welding machine for rent,"Misfah, Muscat•",,"OMR 1,000",10.0,room,9,misfah,49,2.0309110629067244,1000.0
عدونب,"Salalah, Dhofar•",3,OMR 80,537.5,room,9,salalah,65,3.0,80.0
shell & core elegant office space in qurm.,"Qurum, Muscat•",,"OMR 1,200",210.0,commercial,2,qurum,58,1.7682119205298013,1200.0
villa for rent in muttrah cornaish,"Mutrah, Muscat•",3,OMR 190,60.0,villa,13,mutrah,53,3.0,190.0
room for executive,"Al Khuwair, Muscat•",1,OMR 150,12.0,room,9,al khuwair,13,1.0,150.0
prime location apartment,"Al Seeb, Muscat•",1,OMR 300,65.0,apartment,0,seeb,66,1.0,300.0
investment oppurtunity,"Al Sinainah, Al Buraimi•",,"OMR 1,000",10.0,room,9,al sinainah,23,2.0309110629067244,1000.0
spacious room for rent,"Al Wadi Al Kabir, Muscat•",1,OMR 75,50.0,room,9,al wadi al kabir,24,1.0,75.0
room for rent in al khuwair south,"Al Khuwair, Muscat•",1,OMR 90,10.0,room,9,al khuwair,13,1.0,90.0
للإيجار ارض صناعيه مسوره للتواصل 99256919,"Suwaiq, Al Batinah•",,OMR 200,1.0,room,9,suwaiq,74,2.0309110629067244,200.0
warehouse ( store )for rent in south algubrah in the besment,"Al Ghubrah, Muscat•",,OMR 50,40.0,commercial,2,al ghubrah,7,1.7682119205298013,50.0
2bhk apartment for rent in bousher,"Bosher, Muscat•",2,OMR 270,80.0,apartment,0,bosher,32,2.0,270.0
the links one bedroom apartment for rent,"Al Seeb, Muscat•",1,OMR 325,68.0,apartment,0,seeb,66,1.0,325.0
shop in mabaila محل بالمعبيلة,"Al Maabilah, Muscat•",,OMR 89,35.0,shop,11,al maabilah,14,3.142857142857143,89.0
شقة صلاله نظيفه وواسعه للايجار اليومي,"Salalah, Dhofar•",2,OMR 50,10.0,apartment,0,salalah,65,2.0,50.0
محل للايجار في منطقة الجفنين,"Al Rusayl, Muscat•",,OMR 70,24.0,shop,11,al rusayl,20,3.142857142857143,70.0
beautiful gardan in barka for rent,"Barka, Al Batinah•",2,OMR 60,130.0,room,9,barka,28,2.0,60.0
sharing room for rent only filipina lady,"Al Hail, Muscat•",1,OMR 55,80.0,room,9,al hail,8,1.0,55.0
2 shops in heart of ruwi market محلين في قلب سوق روي,"Ruwi, Muscat•",,OMR 250,11.5,shop,11,ruwi,61,3.142857142857143,250.0
طاقة قريب دربات,"Taqah, Dhofar•",6,OMR 110,350.0,room,9,taqah,75,6.0,110.0
غرف للايجار,"Taqah, Dhofar•",1,OMR 30,60.0,room,9,taqah,75,1.0,30.0
sharing room bed space 25 omr ruwi,"Ruwi, Muscat•",1,OMR 40,50.0,room,9,ruwi,61,1.0,40.0
غرفة رخيصة للإيجار في خريف صلالة,"Salalah, Dhofar•",5,OMR 50,50.0,room,9,salalah,65,5.0,50.0
cheap and best room for rent salalah khareef,"Salalah, Dhofar•",1,OMR 50,50.0,room,9,salalah,65,1.0,50.0
بالخوير-غرفة كبيرة بحمام- تصلح لـ 3 أو 4 أصدقاء-للإيجار الشهري,"Al Khuwair, Muscat•",1,OMR 150,50.0,room,9,al khuwair,13,1.0,150.0
غرفة نوم وحمام في السعادة الجنوبيه,"Salalah, Dhofar•",1,OMR 20,25.0,room,9,salalah,65,1.0,20.0
شقة الإيجار في السعادة الجنوبيه,"Salalah, Dhofar•",4,OMR 65,100.0,apartment,0,salalah,65,4.0,65.0
flat for rent in elkhwair all furniture,"Al Khuwair, Muscat•",1,OMR 250,65.0,flat,4,al khuwair,13,1.0,250.0
flat 1bhk in elkhwair with new furniture and included all bills,"Al Khuwair, Muscat•",1,OMR 280,70.0,flat,4,al khuwair,13,1.0,280.0
أرض صناعية الملدة للإجار او الإستثمار من الماالك,"Suwaiq, Al Batinah•",,OMR 150,1.0,land,7,suwaiq,74,2.5833333333333335,150.0
a shop for rent locates on ansab/muscat expressway first line (38 m² ),"Ansab, Muscat•",,OMR 260,38.0,shop,11,al ansab,2,3.142857142857143,260.0
a commodation 4 staff  : 3 studio flats +2seprate rooms with bathrooms,"Ruwi, Muscat•",5,OMR 300,200.0,flat,4,ruwi,61,5.0,300.0
استوديو سكني فاخر في منتجع هوانا صلالة,"Salalah, Dhofar•",1,OMR 55,60.0,studio,12,salalah,65,1.0,55.0
شقه غرفتين وصاله ومطبخ وحمامين للإيجار يومي,"Salalah, Dhofar•",2,"OMR 2,500",100.0,room,9,salalah,65,2.0,2500.0
شقة جديدة في مركز عبري,"Ibri, Al Dhahirah•",2,OMR 120,85.0,apartment,0,ibri,37,2.0,120.0
for run 18:7:2025,"Azaiba, Muscat•",1,OMR 120,25.0,room,9,azaiba,26,1.0,120.0
room for rent,"Al Hamriyah, Muscat•",1,OMR 95,400.0,room,9,al hamriyah,9,1.0,95.0
shear room for rent,"Ghala, Muscat•",1,OMR 65,180.0,room,9,ghala,34,1.0,65.0
big single room available in ghala,"Ghala, Muscat•",2,OMR 110,450.0,room,9,ghala,34,2.0,110.0
صلاله عوقد,"Salalah, Dhofar•",3,"OMR 1,111",150.0,room,9,salalah,65,3.0,1111.0
بركة الباطنة صومحان شمالية,"Barka, Al Batinah•",3,OMR 380,537.5,room,9,barka,28,3.0,380.0
room for rent amarat,"Al Amarat, Muscat•",1,OMR 60,30.0,room,9,al amarat,1,1.0,60.0
room for rent with attached bathroom,"Al Ghubrah, Muscat•",1,OMR 120,100.0,room,9,al ghubrah,7,1.0,120.0
غرف للايجار اليومي,"Al Maabilah, Muscat•",7,OMR 10,537.5,room,9,al maabilah,14,6.0,10.0
غرف نوم مفروشة للايجار اليومي بالمعبيلة,"Al Maabilah, Muscat•",7,OMR 10,537.5,room,9,al maabilah,14,6.0,10.0
السعاده الشماليه,"Salalah, Dhofar•",1,OMR 15,12.0,room,9,salalah,65,1.0,15.0
"amazing penthouse free internet, teracce","Azaiba, Muscat•",2,OMR 560,170.0,apartment,0,azaiba,26,2.0,560.0
executive bachelor accommodation,"Al Hamriyah, Muscat•",1,OMR 70,16.0,room,9,al hamriyah,9,1.0,70.0
استراحة للايجار,"Qurayyat, Muscat•",2,OMR 100,400.0,villa,13,qurayyat,57,2.0,100.0
"room for rent in azaiba, 18 november street","Azaiba, Muscat•",1,OMR 80,10.0,room,9,azaiba,26,1.0,80.0
very big room for indian family near city center for family only,"Al Mawaleh, Muscat•",1,OMR 95,300.0,room,9,al mawaleh,15,1.0,95.0
غرفه كبيره لعائله,"Salalah, Dhofar•",1,OMR 25,70.0,room,9,salalah,65,1.0,25.0
استراحة المسك,"Barka, Al Batinah•",4,OMR 80,4.0,villa,13,barka,28,4.0,80.0
غرفتين صلاله الجديده,"Salalah, Dhofar•",2,"OMR 3,000",50.0,room,9,salalah,65,2.0,3000.0
bed space available 22 omr only,"Sohar, Al Batinah•",1,OMR 22,10.0,commercial,2,sohar,70,1.0,22.0
room for rent,"Ruwi, Muscat•",1,OMR 50,60.0,room,9,ruwi,61,1.0,50.0
single room for working lady with attached bathroom fully furnished,"Al Ghubrah, Muscat•",1,OMR 100,20.0,room,9,al ghubrah,7,1.0,100.0
شقق للايجار بقلب صحار قمة في النظافة وبسعر خيالي,"Sohar, Al Batinah•",2,OMR 190,100.0,apartment,0,sohar,70,2.0,190.0
sharing flat for family,"Mutrah, Muscat•",2,OMR 60,50.0,flat,4,mutrah,53,2.0,60.0
شقة للإيجار,"Bosher, Muscat•",2,OMR 450,122.0,apartment,0,bosher,32,2.0,450.0
room stodio furnished,"Al Khuwair, Muscat•",1,OMR 120,260.0,room,9,al khuwair,13,1.0,120.0
محلات تجارية,"Bosher, Muscat•",,OMR 250,110.0,shop,11,bosher,32,3.142857142857143,250.0
studio flat,"Al Khuwair, Muscat•",1,OMR 120,260.0,flat,4,al khuwair,13,1.0,120.0
furnished room for rent- 6 month's( looking only for malayali couple ),"Ruwi, Muscat•",1,OMR 120,15.0,room,9,ruwi,61,1.0,120.0
unfurnished bedroom with a toilet,"Al Khoud, Muscat•",1,OMR 80,45.0,room,9,al khoud,12,1.0,80.0
room for rent 70 ro,"Al Hail, Muscat•",1,OMR 70,10.0,room,9,al hail,8,1.0,70.0
room for rent near fathima al ghubra south,"Ghala, Muscat•",1,OMR 120,12.0,room,9,ghala,34,1.0,120.0
الموج,"The Wave (Almouj), Muscat•",2,OMR 650,100.0,room,9,the wave,76,2.0,650.0
room for rent,"Al Khuwair, Muscat•",1,OMR 110,25.0,room,9,al khuwair,13,1.0,110.0
شقة مفروشة للإيجار اليومي ٢٠ ريال صلالة الجديدة,"Salalah, Dhofar•",2,"OMR 1,111",100.0,apartment,0,salalah,65,2.0,1111.0
صلالة,"Salalah, Dhofar•",1,OMR 50,30.0,room,9,salalah,65,1.0,50.0
vip bed speces available for male bachelor.,"Sohar, Al Batinah•",1,OMR 30,14.0,room,9,sohar,70,1.0,30.0
غرفه وحمام ومطبخ,"Salalah, Dhofar•",1,OMR 12,355.0,room,9,salalah,65,1.0,12.0
land with 5 shops available for rent,"Al Duqum, Al Wusta•",,OMR 50,1.0,shop,11,al duqum,6,3.142857142857143,50.0
one room for rent,"Qurum, Muscat•",1,OMR 130,100.0,room,9,qurum,58,1.0,130.0
1 room for rent at omr 100/-,"Bosher, Muscat•",1,OMR 100,50.0,room,9,bosher,32,1.0,100.0
فيلا فاخرة للإيجار في هافانا صلالة. villa for rent in havana salalah,"Salalah, Dhofar•",2,OMR 190,1.0,villa,13,salalah,65,2.0,190.0
room for rent at near quram natural park,"Qurum, Muscat•",1,OMR 85,17.0,room,9,qurum,58,1.0,85.0
استراحة مودرن جديدة للإيجار في أتين - صلالة,"Salalah, Dhofar•",2,OMR 90,400.0,villa,13,salalah,65,2.0,90.0
coffee shop for immediate sale,"Al Maabilah, Muscat•",,"OMR 2,200",33.0,shop,11,al maabilah,14,3.142857142857143,2200.0
family building for rent,"Al Mawaleh, Muscat•",1,OMR 110,45.0,building,1,al mawaleh,15,1.0,110.0
شقة فاخرة للايجار في بوشر خلف نادي بوشر بسعر مميز,"Bosher, Muscat•",2,OMR 230,80.0,apartment,0,bosher,32,2.0,230.0
العامرات المنطقة الرابعه,"Al Amarat, Muscat•",3,OMR 130,150.0,room,9,al amarat,1,3.0,130.0
1bhk luxury fully furnished apartment in muscat hills,"Muscat Hills, Muscat•",1,OMR 400,80.0,apartment,0,muscat hills,52,1.0,400.0
2 rooms fkat in north hail,"Al Hail, Muscat•",2,OMR 110,101.0,rooms,10,al hail,8,2.0,110.0
شقق فخمة لإيجار,"Salalah, Dhofar•",2,OMR 50,100.0,apartment,0,salalah,65,2.0,50.0
شقه فندقيه فالمعبيله لأيجار اليومي,"Al Maabilah, Muscat•",2,OMR 50,96.0,room,9,al maabilah,14,2.0,50.0
room for rent,"Ruwi, Muscat•",1,OMR 80,15.0,room,9,ruwi,61,1.0,80.0
1bedroom flat in ruwi wadi audai,"Ruwi, Muscat•",1,OMR 65,65.0,flat,4,ruwi,61,1.0,65.0
استوديو للاجار في منطقة سندان الصناعيه في حلبان,"Al Maabilah, Muscat•",1,OMR 70,36.0,studio,12,al maabilah,14,1.0,70.0
بركا -الباطنه,"Barka, Al Batinah•",2,OMR 100,100.0,room,9,barka,28,2.0,100.0
very big bedroom with separate bathroom,"Al Khuwair, Muscat•",1,OMR 110,10.0,room,9,al khuwair,13,1.0,110.0
محل خلو في الغبره جنب فندق المها,"Al Ghubrah, Muscat•",,"OMR 15,000",25.0,shop,11,al ghubrah,7,3.142857142857143,15000.0
new room for rent 110 omr,"Al Ghubrah, Muscat•",1,OMR 110,12.0,room,9,al ghubrah,7,1.0,110.0
