property_title,location,number_of_rooms,price,size,property_type,property_type_encoded,location_clean,location_encoded,number_of_rooms_clean,price_clean
فلل جديده vip للايجار خريف صلالة في عوقد 2025,"Salalah, Dhofar•",7,OMR 180,350.0,room,9,salalah,65,6.0,180.0
غرفة للايجار في قلب صلالة. متاح من يوم 23,"Salalah, Dhofar•",1,OMR 18,24.0,room,9,salalah,65,1.0,18.0
flat for rent-darsait-excellent location,"Darsait, Muscat•",2,OMR 210,85.0,flat,4,darsait,33,2.0,210.0
furnish room for single lady  family flat cal 79146789,"Al Wadi Al Kabir, Muscat•",1,OMR 95,30.0,flat,4,al wadi al kabir,24,1.0,95.0
apartments for rent – ruwi,"Ruwi, Muscat•",3,OMR 80,537.5,apartment,0,ruwi,61,3.0,80.0
apartments for rent – ruwi,"Ruwi, Muscat•",3,OMR 100,537.5,apartment,0,ruwi,61,3.0,100.0
بيت في سمد الشان للايجار,"Al Mudaibi, Al Sharqiya•",3,OMR 115,400.0,house,5,al mudaibi,18,3.0,115.0
a peaceful 70m² unit in muscat hills avenue for rent,"Muscat Hills, Muscat•",1,OMR 300,70.0,room,9,muscat hills,52,1.0,300.0
صلاله,"Salalah, Dhofar•",2,OMR 50,150.0,room,9,salalah,65,2.0,50.0
room for rent,"Ruwi, Muscat•",1,OMR 100,25.0,room,9,ruwi,61,1.0,100.0
فيلا للإيجار ف الخريف نظيفة راقية ف السعادة  متوفرة من 8/23إلى 9/10,"Salalah, Dhofar•",8,OMR 150,537.5,villa,13,salalah,65,6.0,150.0
شقة للعوائل مدخل خاص نظيفة جدا,"Salalah, Dhofar•",3,OMR 50,140.0,apartment,0,salalah,65,3.0,50.0
furnished rooms available for an executive male bachelors in ghubrah,"Al Ghubrah, Muscat•",1,OMR 130,25.0,rooms,10,al ghubrah,7,1.0,130.0
executive bed space available in ghala heights,"Ghala, Muscat•",2,OMR 65,250.0,commercial,2,ghala,34,2.0,65.0
